P_ID,P_Client_ID,P_Manager_ID,P_Contractor_ID,P_Inspection_ID,P_AutoNumber,P_Path,P_Name,P_Date,P_Number,P_InCharge,P_LevelColor0,P_LevelColor1,P_LevelColor2,P_LevelColor3,P_LevelColor4,P_LevelNumber0,P_LevelNumber1,P_LevelNumber2,P_LevelNumber3,P_LevelNumber4,P_LevelText0a,P_LevelText0b,P_LevelText1a,P_LevelText1b,P_LevelText2a,P_LevelText2b,P_LevelText3a,P_LevelText3b,P_LevelText4a,P_LevelText4b,P_MapNumber,P_CatalogName1,P_CatalogName2,P_CatalogType1,P_CatalogType2,P_Language,P_ProgramVersion,P_DBVersion,P_Save1,P_Save2,P_Save3,P_Save4,P_LogNumber,P_ProjectRef1,P_ProjectRef2,P_ClientRef,P_Memo,P_Opt1,P_Opt2,P_Opt3,P_Opt4,P_Opt5,P_Opt6,P_Opt7,P_PRI_PDFName,P_LOC_PDFName,P_PRR_PDFName,P_DRL_PDFName,P_SysData,P_DefTemplateSection,P_DefCatalogSection,P_DefTemplateSat,P_DefCatalogSat,P_DefTemplateMH,P_DefCatalogMH,P_Drawing_ID,P_Dynorod,P_SBUUpdated,P_DrainDoctor,P_WDL,P_WRCUseInspEndTime,P_MetroRod
"{d3067c79-5ed3-4e7c-a997-baac3d1a01b2}",,,,,1,,"Grangchamp Chillon Secteur Montreux","01/31/14 13:41:58",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUISSE_FR",,1.40000000e+01,,,,,,,,,,,,,,,,,"000",,,,,"EN_13508","obs_EN13508_Swiss_FR.mdb","EN_13508","obs_EN13508_Swiss_FR.mdb","EN_13508","OBS_EN13508_MH_Swiss_FR.mdb",,0,,0,0,0,0
